Gene_Group;Annotation;Members
4988; Q1MK52_RHIL3 Putative aldolase OS=Rhizobium leguminosarum bv. viciae (strain ;199
4989; Q1MK54_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
4990; Q1MK65_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
4991; Q1M7B9_RHIL3 Putative gluconolactonase OS=Rhizobium leguminosarum bv. viciae ;199
4992; Q1M7B8_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;199
4993; Q1M7B7_RHIL3 L-idonate 5-dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;199
4994; Q1M7B6_RHIL3 Putative gluconate dehydrogenase OS=Rhizobium leguminosarum bv. ;199
4995; Q1M7B5_RHIL3 Putative gluconate 5-dehydrogenase OS=Rhizobium leguminosarum bv. ;199
4996; Q1M7B4_RHIL3 Gluconokinase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
4997; Q1M7B3_RHIL3 Putative NAD-binding protein OS=Rhizobium leguminosarum bv. viciae ;199
4998; Q1M7B2_RHIL3 Putative substrate-binding component of ABC transporter OS=Rhizobium ;199
4999; Q1M7B1_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;199
5000; Q1M7B0_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5001; Q1M7A9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5002; Q1M7A8_RHIL3 Putative ABC transporter component OS=Rhizobium leguminosarum bv. ;199
5004; SSUB2_RHIL3 Aliphatic sulfonates import ATP-binding protein SsuB 2 OS=Rhizobium ;199
5005; Q1M7A5_RHIL3 Putative nitrilotriacetate monooxygenase component A OS=Rhizobium ;199
5006; Q1M7A4_RHIL3 Putative sulfonate monooxygenase OS=Rhizobium leguminosarum bv. ;199
5007; Q1M7A3_RHIL3 Probable MCP type chemoreceptor Plasmid location widely conserved ;199
5008; Q1MBM6_RHIL3 Beta-glucosidase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
5009; Q1MBM5_RHIL3 Putative transmembrane DoxD family protein OS=Rhizobium ;199
5010; Q1MBM4_RHIL3 Putative GFO/IDH/MocA family oxidoreductase OS=Rhizobium ;199
5011; Q1MBM3_RHIL3 Putative endonuclease OS=Rhizobium leguminosarum bv. viciae (strain ;199
5012; Q1MBM2_RHIL3 Putative solute-binding component of ABC transporter OS=Rhizobium ;199
5013; Q1MBM1_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5014; Q1MBM0_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5015; Q1MBL9_RHIL3 Putative LacI family transcriptional regulator OS=Rhizobium ;199
5016; XYLA_RHIL3 Xylose isomerase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
5017; Q1MBL7_RHIL3 Putative xylulose kinase OS=Rhizobium leguminosarum bv. viciae ;199
5018; Q1MBL6_RHIL3 Putative LacI family transcriptional regulator OS=Rhizobium ;199
5019; Q1MBL5_RHIL3 Putative transmembrane transporter OS=Rhizobium leguminosarum bv. ;199
5020; Q1MBL4_RHIL3 Putative HlyD secretion protein OS=Rhizobium leguminosarum bv. viciae ;199
5021; Q1MBL3_RHIL3 Putative TetR family transcriptional regulator OS=Rhizobium ;199
5023; Q1MI86_RHIL3 Putative dehydrogenase/oxidoreductase OS=Rhizobium leguminosarum bv. ;199
5024; Q1MI85_RHIL3 Putative oxidoreductase OS=Rhizobium leguminosarum bv. viciae (strain ;199
5025; Q1MI84_RHIL3 Putative oxidoreductase/dehydrogenase flavoprotein binding ;199
5026; Q1MI83_RHIL3 Putative exodeoxyribonuclease OS=Rhizobium leguminosarum bv. viciae ;199
5027; Q1MI82_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5028; Q1MI81_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5029; Q1MI80_RHIL3 Putative two component response regulator transcriptional ;199
5030; Q1MI79_RHIL3 Putative transmembrane two-component kinase OS=Rhizobium ;199
5031; Q1MI78_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5032; Q1MI77_RHIL3 Putative Ubiquinone/menaquinone biosynthesis methyltransferase ;199
5033; Q1MI76_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5034; Q1MI75_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5035; Q1MI74_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5036; ****** No hits found ****** ;199
5037; Q1MI73_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5038; Q1MI72_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5039; Q1MI71_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;199
5040; Q1MI70_RHIL3 Putative exported ErfK/YbiS/YhnG family protein OS=Rhizobium ;199
5041; Q1MF46_RHIL3 Putative transmembrane transporter OS=Rhizobium leguminosarum bv. ;199
5042; Q1MF45_RHIL3 Putative methyltransferase OS=Rhizobium leguminosarum bv. viciae ;199
5043; Q1MF44_RHIL3 Putative AraC family transcriptional regulator OS=Rhizobium ;199
5044; Q1MF43_RHIL3 Putative short-chain dehydrogenase/oxidoreductase OS=Rhizobium ;199
5045; Q1MF42_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5046; Q1MF41_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;199
5047; Q1MF40_RHIL3 Putative anionic transporter OS=Rhizobium leguminosarum bv. viciae ;199
5048; Q1MF39_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5049; Q1MF38_RHIL3 Putative two component response regulator transcriptional ;199
5050; Q1MF37_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5051; Q1MF36_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5052; Q1MF35_RHIL3 Putative repetitive exported protein OS=Rhizobium leguminosarum bv. ;199
5053; Q1MF34_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5054; Q1MF33_RHIL3 Putative adenylate cyclase OS=Rhizobium leguminosarum bv. viciae ;199
5055; Q1MF31_RHIL3 Putative adenylate/guanylate cyclase OS=Rhizobium leguminosarum bv. ;199
5056; Q1M8U3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5057; Q1M8U4_RHIL3 Putative hydrolase/GerE family transcriptional regulator OS=Rhizobium ;199
5058; Q1MK80_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5059; Q1MK82_RHIL3 Putative adenylate cyclase OS=Rhizobium leguminosarum bv. viciae ;199
5060; Q1MK83_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5061; Q1M4T7_RHIL3 Polyamine-transporting ATPase OS=Rhizobium leguminosarum bv. viciae ;199
5062; Q1M7Q4_RHIL3 Putative spermidine/putrescine-binding periplasmic protein ABC ;199
5063; Q1M6N3_RHIL3 Putative aldehyde dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;199
5064; Q1M3I3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5065; Q1M4S1_RHIL3 Putative amine oxidase family protein OS=Rhizobium leguminosarum bv. ;199
5066; Q1M6N2_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;199
5067; Q1MFR0_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;199
5068; Q1M4X1_RHIL3 Putative plasmid stability protein OS=Rhizobium leguminosarum bv. ;199
5069; Q1M4X2_RHIL3 Ribonuclease VapC OS=Rhizobium leguminosarum bv. viciae (strain ;199
5070; Q1MAC7_RHIL3 Putative geranyltranstransferase OS=Rhizobium leguminosarum bv. ;199
5071; RNH2_RHIL3 Ribonuclease HII OS=Rhizobium leguminosarum bv. viciae (strain ;199
5072; Q1MKS6_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5073; Q1MKS5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5074; Q1MKS4_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5075; Q1MKS3_RHIL3 Molybdenum cofactor biosynthesis protein B OS=Rhizobium ;199
5076; ISPE_RHIL3 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase OS=Rhizobium ;199
5077; Q1MKS1_RHIL3 Conserved hypothetical TPR repeat protein OS=Rhizobium leguminosarum ;199
5078; Q1MKS0_RHIL3 Putative octaprenyl-diphosphate synthase OS=Rhizobium leguminosarum ;199
5079; Q1MKR9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5080; Q1MKR8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5081; Q1MKR7_RHIL3 Divalent metal cation transporter MntH OS=Rhizobium leguminosarum bv. ;199
5082; Q1MKR6_RHIL3 Putative peptidase OS=Rhizobium leguminosarum bv. viciae (strain ;199
5083; Q1MKR5_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5084; Q1MKR4_RHIL3 Glycine--tRNA ligase alpha subunit OS=Rhizobium leguminosarum bv. ;199
5085; Q1MKR3_RHIL3 Putative LemA like outer membrane protein OS=Rhizobium ;199
5086; Q1MKR2_RHIL3 3-phosphoshikimate 1-carboxyvinyltransferase OS=Rhizobium ;199
5087; Q1MLU8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5088; Q1MLU7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5089; Q1MLU6_RHIL3 Probable MCP type chemoreceptor OS=Rhizobium leguminosarum bv. viciae ;199
5090; Q1MLU5_RHIL3 Putative solute-binding component of ABC transporter OS=Rhizobium ;199
5091; Q1MLU4_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5092; Q1MLU3_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5093; Q1MLU3_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5094; Q1MLU2_RHIL3 Putative phage-related transcriptional regulator OS=Rhizobium ;199
5095; Q1MLU1_RHIL3 Putative two-component response regulator OS=Rhizobium ;199
5096; Q1MLU0_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5097; Q1MLT9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5098; PYRD_RHIL3 Dihydroorotate dehydrogenase (quinone) OS=Rhizobium leguminosarum bv. ;199
5099; Q1MLT7_RHIL3 Putative transmembrane DNA-damage inducible protein OS=Rhizobium ;199
5100; Q1MLT6_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5101; Q1MLT5_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5102; Q1MLT4_RHIL3 Putative TPR repeat domain protein OS=Rhizobium leguminosarum bv. ;199
5103; Q1MLT3_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5104; ****** No hits found ****** ;199
5105; Q1MLT2_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5106; Q1MLT1_RHIL3 Alkyl hydroperoxide reductase AhpD OS=Rhizobium leguminosarum bv. ;199
5107; Q1MLT0_RHIL3 Putative Rrf2 transcriptional regulator OS=Rhizobium leguminosarum ;199
5108; Q1MLS9_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5109; Q1MAU3_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5110; Q1MAU2_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5111; Q1MAU1_RHIL3 Putative ornithine cyclodeaminase OS=Rhizobium leguminosarum bv. ;199
5112; Q1MAU0_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;199
5113; Q1MAT9_RHIL3 Putative 3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Rhizobium ;199
5114; Q1MAT8_RHIL3 Flavin prenyltransferase UbiX OS=Rhizobium leguminosarum bv. viciae ;199
5115; Q1MAT7_RHIL3 Putative solute-binding component of ABC transporter OS=Rhizobium ;199
5116; Q1MAT6_RHIL3 Putative lyase/mutase OS=Rhizobium leguminosarum bv. viciae (strain ;199
5117; Q1MAT5_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5118; Q1MAT4_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5119; Q1MAT3_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5120; Q1MAT2_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5121; Q1MAT1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5122; Q1MAT0_RHIL3 Histidine ammonia-lyase OS=Rhizobium leguminosarum bv. viciae (strain ;199
5123; Q1MAS9_RHIL3 Putative aspartate aminotransferase OS=Rhizobium leguminosarum bv. ;199
5124; Q1MB34_RHIL3 Putative amidohydrolase OS=Rhizobium leguminosarum bv. viciae ;199
5125; Q1M445_RHIL3 Putative AraC family transcriptional regulator OS=Rhizobium ;199
5126; DADA_RHIL3 D-amino acid dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;199
5127; ALR2_RHIL3 Alanine racemase, catabolic OS=Rhizobium leguminosarum bv. viciae ;199
5128; Q1M448_RHIL3 Putative AsnC family alanine catabolic operon regulator ;199
5129; Q1M451_RHIL3 Putative hydantoin utilization protein b OS=Rhizobium leguminosarum ;199
5131; Q1ML86_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5132; ****** No hits found ****** ;199
5133; Q1ML85_RHIL3 Putative LysR family transcription regulator protein OS=Rhizobium ;199
5134; Q1ML84_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5135; Q1ML83_RHIL3 Malonic semialdehyde oxidative decarboxylase OS=Rhizobium ;199
5136; Q1ML82_RHIL3 Rhizobium iron regulator OS=Rhizobium leguminosarum bv. viciae ;199
5137; Q1ML81_RHIL3 Putative dipeptide binding component of ABC transporter OS=Rhizobium ;199
5138; Q1ML80_RHIL3 Putative dipeptide permease component of ABC transporter OS=Rhizobium ;199
5139; Q1ML79_RHIL3 Putative didpeptide permease component of ABC transporter ;199
5140; Q1ML78_RHIL3 Putative dipeptide ABC transporter component OS=Rhizobium ;199
5141; Q1ML77_RHIL3 Putative dipeptide ABC transporter component protein OS=Rhizobium ;199
5142; Q1ML76_RHIL3 Gluconokinase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
5143; Q1ML75_RHIL3 Putative D-amino acid dehydrogenase small subunit OS=Rhizobium ;199
5144; Q1ML74_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5145; Q1ML73_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5146; Q1ML72_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5147; Q1ML71_RHIL3 Putative RNA polymerase sigma factor OS=Rhizobium leguminosarum bv. ;199
5148; Q1ML70_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5149; Q1M8L0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5150; Q1M8K9_RHIL3 Putative universal stress protein OS=Rhizobium leguminosarum bv. ;199
5151; Q1M8L4_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;199
5152; Q1M8L4_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;199
5153; Q1M8M3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5154; Q1M8M2_RHIL3 Putative galactosyltransferase protein OS=Rhizobium leguminosarum ;199
5155; Q1M8M1_RHIL3 Putative polysaccharide biosynthesis O-antigen related protein ;199
5156; Q1M8M0_RHIL3 Putative O-antigen ligase OS=Rhizobium leguminosarum bv. viciae ;199
5157; Q1M8L9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5158; Q1M8L8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5159; Q1M988_RHIL3 Putative conjugal transfer protein TrbI OS=Rhizobium leguminosarum ;199
5161; Q1M990_RHIL3 Putative LuxR-type transcriptional regulator protein TraR ;199
5162; Q1MF51_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5163; Q1MF52_RHIL3 Putative Acyl-CoA hydrolase OS=Rhizobium leguminosarum bv. viciae ;199
5164; Q1MF53_RHIL3 Probable MCP type chemoreceptor OS=Rhizobium leguminosarum bv. viciae ;199
5165; Q1MF54_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5166; Q1MF55_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5167; Q1MF56_RHIL3 Putative methyltransferase protein OS=Rhizobium leguminosarum bv. ;199
5168; Q1MF57_RHIL3 Putative organic hydroperoxide resistance protein OS=Rhizobium ;199
5169; Q1MF58_RHIL3 Putative adenylyl cylase OS=Rhizobium leguminosarum bv. viciae ;199
5170; Q1MF59_RHIL3 Putative mutator MutT protein OS=Rhizobium leguminosarum bv. viciae ;199
5171; Q1MF60_RHIL3 Putative MarR family transcriptional regulator OS=Rhizobium ;199
5172; Q1MF61_RHIL3 Putative AraC/XylS family transcriptional regulator OS=Rhizobium ;199
5173; Q1MF62_RHIL3 Putative solute-binding component of ABC transporter OS=Rhizobium ;199
5174; Q1MF63_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5175; Q1MF64_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5176; Q1MF65_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5177; Q1MF66_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5178; Q1MF67_RHIL3 Putative D-amino acid dehydrogenase OS=Rhizobium leguminosarum bv. ;199
5179; Q1ME10_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5180; Q1ME09_RHIL3 Methylenetetrahydrofolate reductase OS=Rhizobium leguminosarum bv. ;199
5181; Q1ME08_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;199
5182; Q1ME07_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5183; Q1ME06_RHIL3 Putative ribonuclease I OS=Rhizobium leguminosarum bv. viciae ;199
5184; Q1ME05_RHIL3 Putative lipase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
5185; Q1ME04_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5186; Q1ME03_RHIL3 Putative L-carnitine dehydrogenase-like protein OS=Rhizobium ;199
5187; Q1ME02_RHIL3 Putative acetolactate synthase isozyme II large subunit OS=Rhizobium ;199
5188; Q1ME01_RHIL3 Putative ribonuclease-L-PSP family protein OS=Rhizobium ;199
5189; Q1ME00_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5190; Q1MDZ9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5191; Q1MDZ8_RHIL3 Putative ErfK/YbiS/YhnG family protein OS=Rhizobium leguminosarum bv. ;199
5192; Q1MDZ7_RHIL3 Putative partition-related protein OS=Rhizobium leguminosarum bv. ;199
5193; Q1ML69_RHIL3 Putative calcium binding RTX Zn-metalloprotease OS=Rhizobium ;199
5194; ****** No hits found ****** ;199
5195; ****** No hits found ****** ;199
5196; ****** No hits found ****** ;199
5197; ****** No hits found ****** ;199
5198; Q1MF04_RHIL3 Putative methyltransferase OS=Rhizobium leguminosarum bv. viciae ;199
5199; Q1MF03_RHIL3 Putative TetR family transcriptional regulator OS=Rhizobium ;199
5200; Q1MF02_RHIL3 Putative aldo/keto reductase OS=Rhizobium leguminosarum bv. viciae ;199
5201; Q1MF01_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5202; Q1MF00_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5203; Q1MEZ9_RHIL3 Putative AsnC family transcriptional regulator OS=Rhizobium ;199
5204; ****** No hits found ****** ;199
5205; Q1MEZ7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5206; Q1MEZ6_RHIL3 4-hydroxybenzoate octaprenyltransferase OS=Rhizobium leguminosarum ;199
5207; Q1MEZ5_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;199
5208; Q1MEZ2_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;199
5209; Q1MEZ1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5210; Q1MEZ0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5211; ****** No hits found ****** ;199
5212; Q1MK87_RHIL3 Putative GerE/LuxR family transcriptional regulator OS=Rhizobium ;199
5213; Q1MK87_RHIL3 Putative GerE/LuxR family transcriptional regulator OS=Rhizobium ;199
5214; Q1MK89_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5215; Q1MK90_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5216; Q1MK91_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5217; Q1MK92_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5218; Q1MK93_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5219; ****** No hits found ****** ;199
5220; Q1MK94_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5221; Q1MK95_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5222; ****** No hits found ****** ;199
5223; ****** No hits found ****** ;199
5224; ****** No hits found ****** ;199
5225; Q1MK96_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;199
5226; Q1MKA0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5227; Q1MKA1_RHIL3 Putative transmembrane AMP-binding acyltransferase family protein ;199
5228; Q1MKA2_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5229; Q1MKA3_RHIL3 Putative PspA family regulator OS=Rhizobium leguminosarum bv. ;199
5230; Q1MGC7_RHIL3 Putative citrate synthase II OS=Rhizobium leguminosarum bv. viciae ;199
5231; Q1MGC6_RHIL3 Citrate synthase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
5232; Q1MGC5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5233; PYRG_RHIL3 CTP synthase OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;199
5234; Q1MGC3_RHIL3 Putative secG protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5235; Q1MGC2_RHIL3 Triosephosphate isomerase OS=Rhizobium leguminosarum bv. viciae ;199
5236; Q1MGC1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5237; Q1MGC0_RHIL3 DNA topoisomerase 4 subunit B OS=Rhizobium leguminosarum bv. viciae ;199
5238; Q1MGB6_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5239; Q1M4X7_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5240; Q1MBV6_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. viciae ;199
5241; Q1MBV7_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;199
5242; Q1MBV8_RHIL3 L-threonine aldolase OS=Rhizobium leguminosarum bv. viciae (strain ;199
5243; Q1MBV9_RHIL3 Glutamate synthase [NADPH] large chain OS=Rhizobium leguminosarum bv. ;199
5244; Q1MBW1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;199
5245; Q1MBW2_RHIL3 Putative peptidoglycan binding protein OS=Rhizobium leguminosarum bv. ;199
5246; Q1MBW3_RHIL3 UTP--glucose-1-phosphate uridylyltransferase OS=Rhizobium ;199
5247; Q1M603_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5248; Q1M602_RHIL3 Putative heavy metal resistance protein OS=Rhizobium leguminosarum ;199
5249; Q1M601_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;199
5250; Q1M600_RHIL3 Putative acyl-CoA dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;199
5251; Q1M5Z9_RHIL3 Putative pectin degradation protein OS=Rhizobium leguminosarum bv. ;199
5252; Q1M5Z8_RHIL3 Putative LysR family transcription regulator OS=Rhizobium ;199
5253; Q1M5Y6_RHIL3 Putative substrate-binding component of ABC transporter OS=Rhizobium ;199
5254; Q1M5Y5_RHIL3 Putative ATP-binding component of ABC transporter protein ;199
5255; Q1M5Y4_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5256; Q1M5Y3_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;199
5257; Q1M5Y2_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;199
5258; Q1M5Y1_RHIL3 Putative alcohol dehydrogenase OS=Rhizobium leguminosarum bv. viciae ;199
5259; Q1M5Y0_RHIL3 3-hydroxyisobutyrate dehydrogenase OS=Rhizobium leguminosarum bv. ;199
5260; Q1M5X9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5261; Q1M6C0_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5262; Q1M6B8_RHIL3 Putative GGDEF family regulator OS=Rhizobium leguminosarum bv. ;199
5263; Q1M6B9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5264; Q1M6P5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5265; Q1M6C9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5266; ****** No hits found ****** ;199
5267; Q1M6D1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5268; Q1M6D9_RHIL3 Putative alpha-galactosidase OS=Rhizobium leguminosarum bv. viciae ;199
5269; Q1M6E0_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;199
5270; Q1M6E1_RHIL3 Pututative permease component of ABC transporter OS=Rhizobium ;199
5271; Q1M6E2_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;199
5272; Q1M804_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5273; Q1M804_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;199
5274; Q1M5I6_RHIL3 Putative dioxygenase beta subunit OS=Rhizobium leguminosarum bv. ;199
5275; ****** No hits found ****** ;199
5276; Q1ME90_RHIL3 Putative GntR family transcriptional regulator OS=Rhizobium ;199
5277; Q1MIN6_RHIL3 Putative O-acetylhomoserine (Thiol)-lyase (Homocysteine synthase) ;199
5278; ****** No hits found ****** ;199
5280; Q1M7F8_RHIL3 Putative transport protein OS=Rhizobium leguminosarum bv. viciae ;199
5281; Q1M7F7_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;199
5282; Q1M7F6_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;199
